race,hours,age,parttime,educ,logwg,loghrwg,married,nevermar,sepdivw
1,33,38,1,14,6.329721,2.833213,0,1,0
1,0,53,1,16,6.109248,4.382027,1,0,0
1,0,65,0,14,6.693324,2.36556,0,0,1
1,0,35,1,16,5.95223,3.218876,1,0,0
1,15,39,1,16,4.905275,2.197225,0,0,1
1,8,18,1,11,4.32757,2.248129,0,1,0
1,40,22,0,12,7.403914,3.307253,0,1,0
1,40,27,0,12,6.946976,3.258096,0,1,0
1,40,60,0,14,7.042286,3.091043,1,0,0
1,40,26,0,16,6.39693,2.70805,0,1,0
1,40,21,0,12,6.410175,2.721295,0,1,0
1,40,31,0,9,6.599871,2.80336,0,0,1
1,30,43,1,14,5.44889,2.047693,0,1,0
1,30,44,1,11,5.752573,2.351375,0,1,0
1,32,43,1,14,6.030685,2.564949,1,0,0
1,40,65,0,10,5.940171,2.251292,0,0,1
1,20,34,1,12,5.269918,2.274186,0,1,0
1,40,62,0,16,7.090077,3.401197,1,0,0
1,27,24,1,16,5.598422,2.302585,0,1,0
1,0,43,0,14,6.868526,3.147165,1,0,0
1,16,17,1,11,5.560682,2.302585,0,1,0
1,38,29,0,12,6.324753,2.687167,1,0,0
1,28,26,0,16,6.590301,3.258096,1,0,0
1,40,53,0,12,6.309918,2.484907,0,1,0
1,35,56,1,12,7.066894,3.511545,0,0,1
1,0,29,1,18,6.694178,3.258096,1,0,0
1,0,31,0,14,6.763169,3.020425,0,0,1
0,40,41,0,2.5,6.086775,2.397895,1,0,0
1,30,18,1,12,5.511411,2.110213,0,1,0
1,15,71,1,14,4.932674,2.224623,1,0,0
1,40,41,0,14,6.996864,3.307985,1,0,0
0,35,55,0,12,6.337887,2.782539,0,1,0
1,40,61,0,12,5.886104,2.197225,1,0,0
1,40,58,0,12,6.949665,3.260785,1,0,0
1,40,39,0,12,6.327937,2.639057,0,0,1
1,35,22,0,12,6.161735,2.606387,0,1,0
1,0,24,0,11,6.133398,2.691243,0,1,0
1,0,38,1,14,3.688879,2.197225,0,1,0
1,25,40,1,18,6.437752,3.218876,0,1,0
1,40,40,0,14,7.185387,3.496508,0,0,1
1,40,39,0,9,5.886104,2.197225,1,0,0
1,24,22,1,14,5.31812,2.140066,0,1,0
1,30,45,1,12,5.703783,2.302585,1,0,0
1,40,48,0,12,6.173786,2.484907,1,0,0
1,0,61,0,12,6.848005,2.769459,1,0,0
0,40,37,0,14,7.326466,3.637586,1,0,0
0,40,37,0,14,6.824374,3.135494,1,0,0
1,0,58,0,12,6.522093,2.772589,1,0,0
1,30,27,0,14,6.189291,2.564949,0,1,0
1,40,26,0,12,6.363028,2.674149,0,1,0
1,30,20,1,14,5.480639,2.079442,0,1,0
0,40,32,0,16,6.624928,2.506342,0,1,0
1,0,37,0,14,6.415097,3.419692,1,0,0
1,40,20,0,12,6.2186,2.529721,0,1,0
1,0,54,0,12,6.39693,3.419692,1,0,0
1,40,74,0,12,6.946976,3.258096,0,0,1
1,34,21,1,14,6.09131,2.564949,0,1,0
1,40,29,0,14,6.684612,2.995732,0,0,1
1,40,19,0,12,5.913503,2.224623,0,1,0
1,0,19,0,14,6.315358,2.197225,0,1,0
1,16,36,1,12,5.51986,2.747271,1,0,0
1,15,43,1,12,5.010635,2.302585,0,0,1
1,20,18,0,11,5.081404,2.085672,0,1,0
1,20,16,1,9,5.192957,2.197225,0,1,0
1,0,51,0,12,6.430026,2.74084,1,0,0
1,0,44,0,12,6.429719,2.74084,1,0,0
1,0,16,1,11,4.49981,2.302585,0,1,0
1,40,44,0,14,6.006353,2.317474,0,1,0
0,40,51,0,12,6.614726,2.925846,1,0,0
0,40,20,0,14,6.040255,2.351375,0,1,0
1,20,66,1,12,5.298317,2.302585,0,1,0
1,40,52,0,14,6.553363,2.864484,1,0,0
1,0,51,0,14,6.907755,2.944439,1,0,0
1,40,44,0,12,6.633318,2.944439,0,0,1
1,40,36,0,9,6.253829,2.564949,0,0,1
1,40,48,0,14,6.684612,2.995732,1,0,0
1,30,23,1,12,5.480639,2.079442,0,1,0
1,0,24,0,18,6.856462,3.178054,1,0,0
1,40,46,0,14,5.886104,2.197225,0,0,1
1,20,78,1,7.5,5.634789,2.639057,1,0,0
1,0,53,1,12,5.438079,2.251292,0,0,1
1,40,47,0,14,7.352441,3.663562,1,0,0
1,40,63,0,16,6.579251,2.890372,0,0,1
1,0,36,0,12,5.521461,2.944439,0,1,0
1,23,28,1,14,5.661223,2.525729,0,1,0
1,40,30,0,14,6.253829,2.564949,0,1,0
1,0,43,0,14,6.476973,2.639057,0,1,0
1,40,31,0,14,6.39693,2.70805,1,0,0
1,40,32,0,14,5.992714,2.272126,1,0,0
1,34,85,1,14,5.666427,2.140066,0,0,1
1,40,51,0,14,6.522093,2.833213,1,0,0
1,18,53,1,16,6.257668,3.367296,1,0,0
1,40,36,0,16,6.779922,3.091043,1,0,0
1,40,25,0,14,6.984716,3.295837,1,0,0
1,40,25,0,12,6.605568,2.916689,1,0,0
1,40,45,0,14,6.363718,2.674838,1,0,0
1,40,42,0,14,6.661343,2.972464,1,0,0
1,15,36,1,16,5.416101,2.70805,0,1,0
1,50,33,0,12,6.781625,2.869602,1,0,0
1,0,21,1,14,4.317488,2.014903,0,1,0
1,30,21,1,14,5.703783,2.302585,0,1,0
1,36,20,0,12,5.605066,2.021548,0,1,0
1,32,61,0,14,6.723833,3.258096,1,0,0
1,0,25,0,14,7.090077,2.80336,0,0,1
1,50,48,0,12,6.39693,2.484907,1,0,0
1,40,33,0,14,6.173786,2.484907,0,0,1
1,40,22,0,14,6.131227,2.442347,1,0,0
0,40,32,0,12,6.363028,2.674149,1,0,0
1,40,40,0,14,6.706373,3.017494,1,0,0
1,36,35,0,12,5.900992,2.317474,1,0,0
1,40,28,0,12,6.086775,2.397895,1,0,0
1,55,26,0,14,6.690842,2.442347,1,0,0
1,40,30,0,14,7.007782,3.318902,0,1,0
0,40,59,0,12,6.312189,2.420368,1,0,0
0,35,46,0,12,5.802874,2.169054,1,0,0
1,0,65,0,12,7.363229,3.610918,1,0,0
0,40,30,0,16,6.068426,2.379546,1,0,0
1,50,38,0,12,7.173575,2.697326,1,0,0
0,40,53,0,10,6.556778,2.867899,1,0,0
0,40,49,0,12,5.991465,2.302585,1,0,0
0,0,25,0,12,6.357704,2.970414,0,1,0
1,0,19,1,11,5.298317,2.224623,0,1,0
1,0,16,1,9,5.298317,2.128232,0,1,0
1,40,55,0,5.5,6.086775,2.397895,1,0,0
1,40,19,0,12,5.940171,2.251292,0,1,0
1,2,58,1,18,3.912023,3.218876,1,0,0
1,40,26,0,11,5.828946,2.140066,0,1,0
1,35,27,0,10,5.752573,2.197225,0,1,0
1,25,32,1,9,5.387929,2.169054,0,1,0
1,50,29,0,9,6.243196,2.331172,0,1,0
0,0,48,0,12,6.047372,2.388763,1,0,0
1,40,34,0,14,6.359574,2.670694,1,0,0
1,40,34,0,16,6.779922,3.091043,1,0,0
0,20,19,1,14,4.976734,1.981001,0,1,0
0,10,18,1,14,4.382027,2.079442,0,1,0
1,0,27,1,14,5.218246,2.302585,0,1,0
1,0,24,1,11,6.907755,2.302585,0,1,0
1,40,33,0,10,7.339538,3.332205,0,1,0
0,0,54,0,14,6.907755,3.038792,0,1,0
1,0,60,1,18,7.130899,3.7612,1,0,0
1,0,27,0,16,6.470799,3.688879,0,1,0
1,0,57,1,16,5.857933,2.322388,1,0,0
0,0,40,1,16,7.70144,3.973494,0,1,0
1,40,49,0,12,6.327937,2.639057,1,0,0
1,12,40,1,14,4.787492,2.302585,0,0,1
0,10,20,1,14,4.60517,2.302585,0,1,0
1,54,43,0,12,7.124478,3.135494,1,0,0
1,40,57,0,14,6.512043,2.823163,1,0,0
1,40,20,0,14,6.173786,2.484907,0,1,0
1,40,18,0,12,6.086775,2.397895,0,1,0
1,40,56,0,12,7.122867,3.433987,1,0,0
1,24,54,0,14,6.59578,3.417727,1,0,0
0,0,27,0,12,6.390241,1.386294,0,1,0
1,40,27,0,16,6.086775,2.397895,0,1,0
0,0,33,1,16,4.094345,2.079442,0,1,0
0,40,28,0,16,6.086775,2.397895,0,1,0
1,40,58,0,14,7.154615,3.465736,1,0,0
1,40,46,0,9,7.200425,3.511545,1,0,0
1,40,61,0,14,5.940171,2.251292,0,0,1
1,0,36,0,14,6.288713,2.833213,0,0,1
0,40,28,0,14,7.007782,3.318902,0,1,0
0,40,26,0,16,6.131227,2.442347,0,1,0
1,16,55,1,14,5.075174,2.302585,1,0,0
0,0,39,0,5.5,6.309918,2.484907,1,0,0
0,0,18,1,11,4.442651,2.235376,0,1,0
1,40,24,0,16,7.003066,2.74084,0,1,0
1,0,62,0,5.5,5.686975,2.261763,0,0,1
1,40,30,0,16,6.467699,2.778819,0,0,1
1,30,30,1,16,6.44572,3.044523,0,1,0
1,40,39,0,14,6.39693,2.70805,0,1,0
0,0,62,0,14,7.824046,2.823163,1,0,0
0,0,36,0,16,7.600903,3.688879,0,1,0
1,40,39,0,12,6.565265,2.876385,1,0,0
1,30,41,0,12,6.39693,2.995732,1,0,0
1,40,19,0,12,6.214608,2.525729,0,1,0
0,40,54,0,12,6.824374,3.135494,1,0,0
1,40,30,0,12,6.39693,2.70805,0,0,1
1,40,28,0,12,6.173786,2.484907,0,1,0
1,24,39,1,14,6.011267,2.833213,1,0,0
1,40,38,0,12,6.173786,2.484907,1,0,0
1,15,19,1,12,4.722953,2.014903,0,1,0
1,0,38,0,16,5.521461,1.791759,1,0,0
0,32,50,1,16,7.685244,4.219508,1,0,0
0,0,37,0,14,6.868526,2.917771,1,0,0
1,20,27,1,12,5.616771,2.302585,1,0,0
1,40,29,0,12,6.173786,2.484907,1,0,0
1,40,52,0,16,7.044731,3.355851,1,0,0
1,40,53,0,7.5,6.684612,2.995732,1,0,0
1,40,42,0,14,6.704414,3.015535,1,0,0
1,20,51,1,14,5.327876,2.332144,1,0,0
1,60,65,0,14,7.879329,3.77069,1,0,0
1,40,48,0,14,7.325149,3.323236,0,1,0
1,32,40,1,12,6.173786,2.70805,1,0,0
1,40,43,0,12,6.327937,2.639057,1,0,0
1,20,17,1,10,5.298317,2.302585,1,0,0
1,40,19,0,11,6.253829,2.564949,0,1,0
1,20,46,1,12,5.393628,2.397895,0,1,0
1,40,27,0,16,6.368187,2.506342,0,1,0
1,40,29,0,16,6.131227,2.442347,0,1,0
1,10,24,1,16,4.49981,2.197225,0,1,0
1,45,44,0,16,7.390182,3.583519,1,0,0
1,35,21,0,14,5.832615,2.277267,0,1,0
1,0,21,1,14,4.787492,2.197225,0,1,0
1,40,46,0,12,6.785588,3.008155,1,0,0
1,40,36,0,14,6.074886,2.386007,1,0,0
1,20,65,1,14,5.480639,2.484907,0,1,0
1,45,65,0,12,7.579908,3.648318,0,0,1
1,0,32,0,12,6.152733,2.583997,1,0,0
1,40,58,0,14,7.377759,3.218876,1,0,0
1,40,61,0,14,7.405313,3.509454,1,0,0
1,20,40,1,12,5.991465,2.995732,1,0,0
1,40,56,0,14,6.253829,2.564949,1,0,0
1,3,16,1,10,3.295837,2.197225,0,1,0
1,40,22,0,7.5,5.991465,2.302585,0,1,0
1,0,32,0,5.5,6.175368,2.397895,0,1,0
1,0,20,1,12,4.454347,2.116256,0,1,0
1,0,24,0,12,6.315358,2.397895,0,0,1
1,0,29,0,12,6.173786,2.484907,0,1,0
1,25,17,1,12,5.329089,2.110213,0,1,0
0,0,32,0,18,7.130899,3.332205,1,0,0
0,40,25,0,16,6.086775,2.397895,0,1,0
1,37,37,0,14,6.318968,2.70805,0,1,0
0,20,20,1,10,5.081404,2.085672,0,1,0
0,0,29,0,12,6.356108,2.302585,0,1,0
1,40,33,0,14,5.991465,2.302585,1,0,0
1,0,45,0,14,7.146166,3.401197,1,0,0
1,38,33,0,14,5.99844,2.360854,0,1,0
1,40,28,0,12,6.39693,2.70805,0,0,1
0,40,22,0,14,6.429719,2.74084,0,1,0
0,40,44,0,12,6.269096,2.580217,0,1,0
1,0,54,0,14,6.945051,2.564949,1,0,0
1,40,41,0,18,7.083514,3.310543,1,0,0
1,40,44,0,14,6.887553,3.198673,1,0,0
1,40,53,0,14,6.907755,3.218876,1,0,0
1,0,66,1,14,5.521461,2.174752,0,0,1
1,40,34,0,16,6.253829,2.564949,0,1,0
1,0,30,0,14,6.733402,2.772589,0,0,1
1,40,59,0,12,5.991465,2.302585,1,0,0
1,40,27,0,16,5.940171,2.251292,1,0,0
1,16,15,1,7.5,5.049856,2.277267,0,1,0
0,40,45,0,14,6.253829,2.564949,0,0,1
0,40,57,0,5.5,5.991465,2.302585,1,0,0
0,0,54,0,16,7.003066,3.244933,1,0,0
0,0,57,0,16,7.090077,3.401197,1,0,0
0,40,43,0,16,6.740992,3.052113,0,0,1
0,25,23,0,14,5.387929,2.169054,0,1,0
1,37,56,0,16,7.475543,3.811982,1,0,0
1,50,39,0,14,6.476973,2.564949,1,0,0
1,40,32,0,16,6.253829,2.564949,1,0,0
1,72,30,0,14,6.579251,2.302585,0,0,1
1,60,28,0,11,6.318968,2.224623,1,0,0
0,40,52,0,12,6.591399,2.90252,0,1,0
0,40,31,0,12,6.086775,2.397895,1,0,0
0,40,29,0,12,6.684612,2.995732,1,0,0
0,40,34,0,14,6.086775,2.397895,0,1,0
0,35,52,0,16,6.956545,3.401197,0,1,0
0,15,17,1,11,4.722953,2.014903,0,1,0
0,20,25,1,9,5.589493,2.593761,0,1,0
0,40,42,0,14,6.173786,2.484907,0,0,1
0,40,41,0,18,7.426549,3.73767,1,0,0
0,40,37,0,12,6.733402,3.044523,0,1,0
0,0,59,0,7.5,6.287858,2.302585,0,0,1
0,40,35,0,12,6.173786,2.484907,1,0,0
0,24,26,1,12,6.122493,2.944439,0,0,1
1,40,46,0,14,6.633318,2.944439,1,0,0
1,20,17,1,11,5.26269,2.266958,0,1,0
1,0,55,1,16,6.868526,3.73767,1,0,0
1,4,20,1,14,3.465736,2.079442,0,1,0
1,20,20,1,14,5.298317,2.302585,0,1,0
1,20,24,1,12,5.641907,2.208274,1,0,0
1,39,25,0,14,5.886549,2.079442,1,0,0
1,40,25,0,12,6.237348,2.351375,1,0,0
1,40,70,0,16,6.927558,3.238678,1,0,0
1,40,60,0,14,6.363028,2.674149,1,0,0
1,30,57,0,14,6.802395,3.401197,1,0,0
1,10,41,1,14,5.010635,2.70805,1,0,0
1,50,45,0,14,6.356108,2.917771,1,0,0
1,40,58,0,14,7.459108,3.770229,1,0,0
1,40,53,0,14,6.253829,2.564949,1,0,0
1,25,31,0,16,6.109248,2.890372,0,1,0
1,40,24,0,14,6.522093,2.833213,0,1,0
1,40,59,0,11,7.339538,3.332205,1,0,0
1,0,48,0,12,7.338238,3.367296,1,0,0
0,40,26,0,12,6.429719,2.564949,0,1,0
0,0,52,0,12,6.739336,3.062456,0,0,1
1,40,57,0,12,6.897705,2.890372,1,0,0
1,34,22,1,12,5.777652,2.251292,0,1,0
0,40,43,0,14,6.733402,3.044523,1,0,0
0,40,34,0,14,6.173786,2.484907,1,0,0
0,40,33,0,14,6.49224,2.80336,1,0,0
0,10,17,1,11,4.283587,1.981001,0,1,0
1,0,41,0,14,7.034044,2.970414,1,0,0
0,40,49,0,16,7.783224,4.094345,1,0,0
1,0,31,0,16,6.684612,2.995732,0,1,0
1,40,25,0,16,6.984716,3.295837,0,1,0
1,40,31,0,12,6.76527,3.07639,0,1,0
1,32,57,1,12,5.966352,2.500616,1,0,0
1,40,60,0,12,6.215408,2.526528,1,0,0
1,40,26,0,14,7.249926,3.555348,1,0,0
1,30,31,1,14,6.345636,2.944439,1,0,0
1,0,38,0,16,5.880533,2.520113,0,1,0
1,40,40,0,12,6.272877,2.583997,0,0,1
1,5,17,1,11,3.688879,2.079442,0,1,0
1,40,22,0,14,6.907755,3.218876,0,1,0
1,30,23,1,14,5.799093,2.397895,1,0,0
1,30,75,1,12,5.703783,2.302585,0,0,1
1,36,36,0,12,6.159941,2.576422,0,1,0
1,36,45,0,12,5.780744,2.197225,1,0,0
1,40,52,0,2.5,6.086775,2.397895,1,0,0
1,60,27,0,12,7.313221,3.218876,0,1,0
1,40,29,0,14,6.327937,2.639057,1,0,0
1,40,33,0,14,6.824374,3.135494,1,0,0
1,0,41,0,12,6.047372,2.297573,1,0,0
1,22,19,1,14,5.324277,2.233235,0,1,0
1,40,47,0,14,7.406104,3.637586,0,1,0
1,31,52,1,16,5.736572,2.302585,1,0,0
1,50,50,0,14,6.907755,2.995732,1,0,0
1,24,17,1,11,5.375278,2.197225,0,1,0
1,16,45,1,12,4.094345,1.321756,0,0,1
1,40,51,0,14,6.461468,2.772589,0,0,1
1,0,27,1,12,3.433987,2.302585,0,1,0
0,40,67,0,12,5.703783,2.014903,1,0,0
0,40,23,0,16,6.173786,2.484907,0,1,0
1,0,56,0,16,7.417394,3.728341,0,0,1
1,0,52,0,16,6.774224,3.032546,0,0,1
1,40,52,0,12,6.684612,2.995732,0,0,1
0,0,53,0,12,7.287239,3.367296,1,0,0
1,0,52,0,12,7.313221,3.653252,0,0,1
1,0,40,1,12,5.940171,2.60269,0,1,0
1,40,25,0,12,6.39693,2.70805,1,0,0
1,0,44,0,16,7.287239,3.503152,1,0,0
0,0,45,0,14,6.682196,3.044523,1,0,0
1,0,27,0,14,6.999559,3.178054,1,0,0
1,40,50,0,14,6.173786,2.484907,0,0,1
1,15,18,1,11,5.273,2.197225,0,1,0
1,40,59,0,14,6.173786,2.484907,1,0,0
1,50,41,0,7.5,7.344396,3.228826,1,0,0
0,40,50,0,12,5.886104,2.197225,0,0,1
1,40,33,0,14,6.579251,2.890372,1,0,0
1,40,56,0,12,6.547072,2.858193,0,0,1
1,55,25,0,12,6.147399,2.140066,0,1,0
1,50,76,0,10,6.331502,2.385086,1,0,0
1,0,55,0,12,6.42224,2.772589,1,0,0
1,40,50,0,14,6.040255,2.351375,0,0,1
1,40,55,0,12,6.040255,2.351375,0,0,1
1,40,41,0,14,6.427782,2.738903,1,0,0
1,40,61,0,14,5.886104,2.197225,1,0,0
1,40,22,0,14,6.195221,2.506342,0,1,0
1,0,53,0,14,6.214608,2.525729,0,0,1
1,32,49,1,14,6.313548,2.847812,0,0,1
1,30,45,1,18,6.835185,3.433987,0,0,1
1,30,17,1,11,5.703783,2.302585,0,1,0
1,30,16,1,10,5.703783,2.302585,0,1,0
1,6,54,1,12,4.430817,2.639057,1,0,0
1,40,32,0,14,6.634896,2.946017,0,1,0
1,40,32,0,14,6.907755,3.218876,1,0,0
1,40,34,0,14,6.39693,2.70805,1,0,0
1,40,32,0,16,6.276643,2.587764,1,0,0
1,40,43,0,12,6.697034,3.008155,1,0,0
1,30,47,1,12,6.020781,2.619583,1,0,0
1,38,64,0,16,7.008505,3.332205,1,0,0
1,11,24,1,14,5.119191,2.721295,1,0,0
1,25,27,1,12,5.616771,2.397895,1,0,0
1,40,30,0,14,6.284134,2.595255,1,0,0
1,40,28,0,18,6.173786,2.484907,0,1,0
1,40,53,0,12,6.522093,2.833213,1,0,0
1,40,53,0,9,6.568078,2.879198,1,0,0
1,40,62,0,12,5.886104,2.197225,1,0,0
1,0,66,1,12,4.971409,2.351375,0,0,1
1,40,35,0,12,6.779922,3.091043,0,1,0
1,50,42,0,16,6.684612,2.772589,0,1,0
1,40,48,0,12,7.021084,3.332205,1,0,0
1,40,44,0,16,6.684612,2.995732,1,0,0
1,40,34,0,14,6.016157,1.386294,1,0,0
1,40,60,0,12,7.021084,3.332205,0,0,1
1,40,49,0,12,6.086775,2.397895,0,1,0
1,0,31,0,14,6.327937,2.564949,0,0,1
1,0,22,1,14,5.768321,2.302585,0,1,0
1,38,52,0,12,6.408298,2.770712,0,0,1
1,40,25,0,14,6.253829,2.564949,1,0,0
1,32,23,1,16,6.556778,3.091043,1,0,0
1,40,46,0,12,6.194406,2.505526,1,0,0
1,36,22,0,14,6.792345,3.208826,0,1,0
1,32,25,1,12,6.104793,2.639057,0,1,0
1,0,22,0,14,6.327937,2.649008,0,1,0
1,0,20,0,14,6.063785,2.374906,0,1,0
1,40,30,0,16,6.461468,2.772589,0,0,1
1,40,46,0,14,5.807542,2.118662,1,0,0
1,40,43,0,12,6.39693,2.70805,1,0,0
1,40,63,0,12,6.39693,2.70805,0,1,0
1,40,44,0,16,6.522093,2.833213,1,0,0
1,0,35,0,5.5,5.991465,2.302585,0,1,0
1,24,62,1,18,7.495542,4.317488,1,0,0
1,40,55,1,12,6.109248,2.420368,1,0,0
1,38,44,0,12,6.932936,3.258096,1,0,0
1,20,19,1,14,5.273,2.277267,0,1,0
1,0,32,1,12,5.298317,2.079442,1,0,0
1,0,52,0,14,7.003066,3.401197,1,0,0
1,0,53,1,14,5.010635,2.302585,1,0,0
1,0,60,1,5.5,5.298317,2.302585,1,0,0
0,15,39,1,16,5.678465,2.970414,0,1,0
1,40,35,0,12,6.352629,2.66375,0,1,0
0,40,32,0,14,5.971262,1.916923,0,1,0
0,40,52,0,12,5.991465,2.302585,1,0,0
0,40,54,0,11,5.886104,2.197225,1,0,0
1,20,20,1,14,5.273,2.277267,0,1,0
1,40,29,1,7.5,5.913503,2.224623,0,1,0
1,40,29,0,5.5,6.086775,2.397895,0,1,0
0,40,32,0,14,6.131227,2.442347,0,1,0
0,40,29,0,18,5.991465,2.302585,0,1,0
1,0,27,0,16,6.684612,2.995732,0,1,0
1,0,26,0,7.5,6.511849,2.302585,0,0,1
0,40,32,0,14,6.756932,3.068053,1,0,0
0,40,52,0,14,6.541895,2.853016,0,0,1
1,40,38,0,12,6.64639,2.639057,1,0,0
1,40,31,0,12,6.791952,2.931194,0,1,0
1,0,28,0,14,6.214608,2.74084,0,1,0
1,43,44,0,14,6.298857,2.537657,0,0,1
1,36,34,0,12,6.579251,2.995732,0,1,0
1,25,35,1,12,5.661223,2.442347,1,0,0
1,0,49,0,12,6.952729,3.263849,1,0,0
1,0,20,0,14,5.991465,2.691921,0,1,0
1,15,57,1,14,5.752573,3.044523,0,0,1
1,0,49,0,12,5.857933,2.459589,0,0,1
1,0,55,0,10,5.81413,2.327278,0,0,1
1,48,24,0,12,6.742881,2.639057,0,1,0
1,40,34,0,22,7.444249,3.755369,1,0,0
1,45,48,0,16,7.967145,4.160444,1,0,0
1,45,53,0,16,7.025538,3.218876,1,0,0
0,40,39,0,16,6.579251,2.890372,1,0,0
0,40,21,0,12,5.991465,2.302585,0,0,1
0,40,32,0,12,5.880533,2.191653,0,1,0
1,40,21,0,12,6.579251,2.890372,0,1,0
1,40,28,0,10,6.173786,2.484907,0,1,0
1,40,22,0,10,5.768321,2.079442,0,1,0
1,40,31,0,16,7.284478,3.555348,1,0,0
1,40,43,0,14,6.131227,2.442347,1,0,0
1,40,29,0,12,6.429719,2.74084,0,1,0
1,40,39,0,12,7.299798,3.610918,0,0,1
1,40,43,0,12,6.214608,2.525729,1,0,0
0,40,39,1,1,5.991465,2.302585,0,0,1
0,20,26,1,14,5.703783,2.70805,1,0,0
1,40,24,0,14,6.869014,3.010621,0,1,0
1,25,23,1,14,5.876334,2.656757,0,1,0
0,40,27,0,12,6.272877,2.583997,0,1,0
1,40,56,0,12,6.757862,3.068983,1,0,0
1,40,61,0,12,6.733402,3.044523,1,0,0
1,40,26,0,16,6.779922,3.091043,0,1,0
1,40,23,0,16,6.173786,2.484907,0,1,0
1,40,25,0,12,5.940171,2.251292,0,1,0
1,0,37,0,16,6.357704,3.401197,0,0,1
1,40,51,0,12,7.21524,3.526361,0,0,1
0,36,22,0,12,5.56452,1.981001,0,1,0
1,40,58,0,12,6.390241,2.701361,1,0,0
1,40,41,0,12,5.991465,2.302585,0,1,0
1,35,28,0,12,6.20859,2.653242,1,0,0
1,0,42,0,12,6.052089,2.639057,1,0,0
1,0,50,0,14,6.109248,2.397895,1,0,0
1,0,21,1,14,5.247024,2.484907,0,1,0
1,40,47,0,12,6.877296,3.135494,1,0,0
1,40,44,0,12,6.131227,2.442347,1,0,0
1,40,51,0,14,6.579251,2.890372,1,0,0
1,0,47,0,12,6.980076,2.442347,1,0,0
1,25,23,1,16,5.926926,2.70805,0,1,0
1,0,20,0,12,5.991465,2.890372,0,1,0
1,20,50,1,9,5.298317,2.302585,1,0,0
1,25,51,1,12,5.70711,2.302585,1,0,0
1,40,59,0,14,6.173786,2.484907,1,0,0
1,20,49,0,12,6.55108,3.555348,1,0,0
1,40,56,0,14,5.991465,2.302585,0,0,1
1,8,39,1,12,4.158883,2.079442,1,0,0
1,40,41,0,14,5.937008,2.248129,1,0,0
1,40,35,0,14,6.891016,3.09603,1,0,0
1,40,32,0,14,6.731972,2.937573,0,0,1
1,15,42,0,16,4.959342,2.251292,1,0,0
1,40,51,0,10,6.39693,2.70805,1,0,0
1,65,85,0,14,7.352441,3.178054,1,0,0
1,0,56,0,12,6.39693,2.639057,0,0,1
1,40,33,0,12,6.173786,2.484907,0,1,0
1,0,32,0,14,6.42224,2.564949,1,0,0
1,0,30,0,12,6.288713,2.442347,0,1,0
1,35,52,0,14,6.014937,2.459589,1,0,0
0,40,45,0,14,7.185387,3.496508,0,0,1
1,0,36,0,12,7.338238,2.302585,0,0,1
1,0,55,0,2.5,5.703783,1.791759,0,1,0
1,0,21,1,12,5.438079,2.085672,0,1,0
1,40,32,0,14,6.39693,2.70805,0,1,0
1,40,31,0,12,6.214608,2.525729,0,1,0
0,40,52,0,14,6.086775,2.397895,0,1,0
1,40,22,0,14,6.2186,2.529721,0,1,0
0,40,21,0,14,6.583962,2.694627,0,1,0
1,40,69,0,12,5.886104,2.197225,1,0,0
0,0,63,1,12,4.564348,2.079442,0,0,1
1,40,25,0,14,5.966147,2.277267,0,1,0
1,40,40,0,9,6.39693,2.70805,1,0,0
1,40,63,0,9,5.886104,2.197225,1,0,0
1,40,53,0,16,6.086775,2.397895,0,0,1
1,55,24,0,14,6.37332,2.302585,0,1,0
1,40,47,0,14,6.697281,2.940748,1,0,0
0,40,43,0,2.5,6.190315,2.501436,1,0,0
1,0,65,0,12,6.214608,3.218876,1,0,0
1,0,57,1,7.5,4.59512,2.079442,0,0,1
1,0,63,0,10,5.91142,2.513656,0,0,1
1,40,51,0,22,7.426549,3.73767,1,0,0
0,20,25,1,16,5.703783,2.70805,0,1,0
1,40,36,0,14,6.684612,2.995732,1,0,0
1,33,44,1,14,6.358708,2.862201,1,0,0
0,40,27,0,14,6.086775,2.397895,0,0,1
0,18,38,1,12,6.386879,3.496508,1,0,0
1,40,61,0,14,6.555072,2.866193,1,0,0
1,40,64,0,12,7.620705,3.332205,1,0,0
1,30,41,1,14,5.703783,2.302585,0,1,0
0,25,53,1,10,5.521461,2.302585,0,1,0
1,40,71,0,2.5,6.016157,2.327278,0,0,1
0,25,55,1,12,5.416101,2.197225,0,1,0
0,28,22,1,14,5.333684,2.00148,0,1,0
1,40,41,0,16,6.453625,2.639057,0,1,0
0,5,54,1,16,5.298317,3.688879,1,0,0
1,52,19,0,14,6.476973,2.525729,0,1,0
1,52,16,1,10,6.508769,2.351375,0,1,0
1,40,26,0,14,6.515601,2.826722,0,1,0
1,40,25,0,16,6.995766,3.306887,0,1,0
1,40,41,0,12,6.733402,3.044523,0,0,1
1,40,49,0,12,5.991465,2.302585,1,0,0
1,40,54,0,16,6.39693,2.70805,1,0,0
1,40,31,0,14,6.476973,2.788093,0,0,1
1,32,29,0,14,6.222576,2.75684,0,1,0
1,40,28,0,14,6.109248,2.420368,0,0,1
1,40,39,0,12,6.779922,3.091043,1,0,0
1,40,42,0,12,6.461468,2.772589,0,0,1
1,40,45,0,12,6.684612,2.995732,0,0,1
1,25,17,1,11,5.416101,2.197225,0,1,0
1,35,24,0,14,5.953243,2.397895,0,1,0
1,8,19,1,12,4.276666,2.197225,0,1,0
1,40,43,0,16,6.866933,3.178054,1,0,0
