race,hours,age,parttime,educ,logwg,loghrwg,married,nevermar,sepdivw
0,0,52,0,14,6.802395,3.135494,0,1,0
0,0,21,0,14,6.802395,2.70805,0,1,0
1,0,52,0,12,7.718686,3.496508,1,0,0
1,0,62,0,12,6.42224,2.890372,1,0,0
1,0,62,0,12,6.907755,2.639057,0,0,1
1,37,61,0,12,6.50129,2.890372,1,0,0
1,0,60,0,16,6.763169,3.871201,1,0,0
1,40,24,0,12,5.991465,2.302585,0,0,1
1,40,23,0,12,5.991465,2.302585,0,1,0
1,55,37,0,12,6.64639,2.639057,1,0,0
1,40,57,0,16,5.991465,2.302585,0,1,0
1,0,53,0,9,6.593045,2.772589,1,0,0
1,0,38,0,16,7.600903,3.912023,1,0,0
1,40,42,0,11,6.39693,2.70805,1,0,0
1,0,28,0,12,6.802395,2.944439,1,0,0
1,40,20,0,12,6.173786,2.484907,0,1,0
1,40,22,0,14,6.522093,2.833213,0,1,0
1,40,27,0,14,6.49224,2.80336,1,0,0
1,8,68,1,12,6.522093,4.442651,1,0,0
1,40,37,0,5.5,5.703783,2.014903,1,0,0
1,40,38,0,5.5,5.991465,2.302585,1,0,0
0,20,40,1,18,5.991465,2.995732,1,0,0
1,0,23,0,16,6.802395,2.564949,1,0,0
1,40,60,0,14,6.040255,2.351375,0,0,1
1,40,58,0,14,6.824374,3.135494,1,0,0
0,0,46,0,1,5.703783,2.397895,0,0,1
1,0,22,0,12,6.42224,2.905807,0,1,0
1,0,54,0,14,7.050123,3.367296,0,0,1
1,40,75,0,12,6.779922,3.091043,1,0,0
0,40,61,0,12,6.461468,2.772589,0,0,1
0,0,25,1,14,6.867974,2.197225,0,1,0
0,20,17,1,10,5.010635,2.014903,0,1,0
0,40,57,0,12,6.630683,2.941804,1,0,0
0,40,48,0,12,6.533789,2.844909,1,0,0
0,40,30,0,12,6.276643,2.587764,0,1,0
0,0,48,0,14,7.146166,3.295837,1,0,0
0,0,20,1,14,4.525044,2.079442,0,1,0
0,0,18,1,11,4.525044,2.047693,0,1,0
0,0,50,0,14,6.040255,2.302585,0,0,1
1,0,27,0,16,6.730421,3.433987,0,0,1
1,0,26,0,16,6.42224,3.397189,0,1,0
1,25,25,1,14,5.416101,2.197225,0,1,0
1,40,46,0,14,5.991465,2.302585,1,0,0
1,44,58,0,14,5.876054,2.091864,0,0,1
1,0,52,0,12,6.907755,3.555348,0,0,1
1,40,19,0,12,5.828946,2.140066,0,1,0
1,36,22,0,12,5.834811,2.251292,0,1,0
1,40,24,0,12,5.857933,2.169054,0,1,0
1,20,40,1,12,5.231109,2.235376,0,0,1
1,35,32,0,16,6.64639,3.091043,1,0,0
0,0,56,0,16,7.600903,3.401197,0,0,1
1,25,50,1,16,6.214608,2.995732,1,0,0
1,12,17,1,11,4.589041,2.104134,0,1,0
1,0,43,1,14,5.991465,2.302585,0,0,1
1,30,44,1,14,5.598422,2.197225,0,1,0
1,10,17,1,11,4.388257,2.085672,0,1,0
0,40,48,0,14,6.779922,3.091043,0,0,1
1,0,34,0,12,6.287858,2.85934,1,0,0
0,40,31,0,12,6.253829,2.564949,1,0,0
1,40,61,0,12,6.522093,2.833213,1,0,0
1,0,35,0,12,6.287858,2.85934,1,0,0
1,0,34,1,14,5.575949,2.484907,1,0,0
1,35,51,0,12,6.623401,3.068053,0,0,1
1,40,59,0,12,6.111024,2.422144,1,0,0
1,10,54,1,12,4.70048,2.397895,1,0,0
1,20,17,1,11,5.135798,2.140066,0,1,0
1,40,19,0,12,5.902633,2.213754,0,1,0
1,40,31,0,12,6.173786,2.484907,0,1,0
1,40,24,0,14,6.33718,2.6483,0,1,0
1,40,33,0,14,5.991465,2.302585,0,1,0
1,35,19,0,12,5.586312,1.398717,0,1,0
0,40,40,0,9,5.703783,2.014903,0,0,1
0,40,23,0,12,6.579251,2.890372,0,1,0
1,40,60,0,11,6.49224,2.80336,0,0,1
1,40,60,0,12,6.508471,2.819592,0,0,1
1,40,55,0,12,6.214608,2.525729,0,0,1
1,40,32,0,18,7.284478,3.555348,1,0,0
1,40,32,0,16,6.063785,2.374906,1,0,0
1,40,34,0,16,6.955783,3.266904,1,0,0
1,40,32,0,16,7.326466,3.637586,1,0,0
0,25,37,1,14,6.052089,2.833213,1,0,0
0,40,33,0,14,6.39693,2.70805,1,0,0
0,20,19,1,14,5.393628,2.397895,0,1,0
1,40,41,0,12,6.891016,3.09603,0,0,1
1,40,41,0,16,6.530878,2.639057,0,1,0
1,20,24,1,16,5.298317,2.302585,0,1,0
1,27,27,0,12,5.46489,2.169054,0,1,0
1,35,44,0,14,6.040255,2.484907,0,1,0
1,36,52,0,10,5.934894,2.351375,1,0,0
1,40,33,0,12,6.131227,2.442347,0,1,0
1,40,53,0,16,6.453625,2.639057,1,0,0
1,26,19,1,14,5.579504,2.321407,0,1,0
1,20,47,1,16,5.541264,2.545531,0,0,1
1,0,18,0,12,5.950643,1.435084,0,1,0
1,40,45,0,14,6.633318,2.944439,1,0,0
1,12,40,1,16,5.049856,2.564949,1,0,0
1,0,41,0,14,7.050123,3.401197,1,0,0
1,0,57,0,14,6.868526,2.60269,0,0,1
1,30,76,1,12,5.718671,2.317474,0,0,1
1,40,49,0,14,6.461468,2.772589,0,0,1
1,44,48,0,12,6.708426,2.924236,1,0,0
1,40,56,0,12,6.214608,2.525729,1,0,0
1,40,56,0,16,7.064759,3.044523,1,0,0
1,50,34,0,14,7.157502,2.983154,1,0,0
1,40,35,0,14,6.927558,3.238678,1,0,0
1,0,32,0,16,7.967145,3.688879,1,0,0
1,0,31,0,14,7.050851,2.660259,1,0,0
1,40,69,0,18,7.003066,3.314186,0,0,1
1,50,52,0,14,7.600903,3.688879,1,0,0
1,42,48,0,18,7.278629,3.540959,1,0,0
1,2,24,1,14,2.995732,2.302585,0,1,0
1,10,60,1,18,5.521461,3.218876,0,0,1
1,0,38,0,14,6.536155,2.846071,1,0,0
1,15,54,1,16,4.905275,2.197225,1,0,0
1,40,25,0,16,6.60665,2.917771,0,1,0
1,1,22,1,14,1.981001,1.981001,0,1,0
1,37,55,0,14,6.788972,3.178054,0,0,1
0,0,33,0,14,6.55108,2.397895,1,0,0
0,40,26,0,16,5.991465,2.302585,0,1,0
1,60,48,0,14,7.705263,3.610918,1,0,0
1,0,39,0,12,6.39693,2.646175,0,1,0
1,40,51,0,14,6.679599,2.99072,1,0,0
1,40,22,0,16,6.253829,2.564949,0,1,0
1,0,21,1,12,4.70048,2.224623,0,1,0
1,20,34,1,16,5.480639,2.484907,1,0,0
1,40,38,0,16,6.461468,2.772589,1,0,0
0,0,26,0,12,7.050123,2.660259,0,1,0
1,25,53,1,12,5.531411,2.312536,0,1,0
1,40,54,0,12,6.220988,2.532108,0,0,1
1,45,67,0,14,7.138867,3.332205,1,0,0
1,40,64,0,14,6.214608,2.525729,1,0,0
1,16,23,1,14,5.192957,2.197225,0,1,0
1,40,24,0,14,6.173786,2.484907,0,1,0
1,20,25,1,14,6.39693,3.401197,0,1,0
1,40,63,0,12,6.253829,2.564949,1,0,0
1,0,56,0,14,5.703783,2.70805,1,0,0
1,0,58,0,14,6.109248,3.029167,1,0,0
1,30,63,1,12,5.799093,2.397895,0,1,0
1,20,40,1,18,5.703783,2.70805,1,0,0
1,5,15,1,11,3.806663,2.197225,0,1,0
1,6,15,1,12,3.988984,2.197225,0,1,0
1,40,50,0,12,6.679599,2.99072,0,0,1
1,40,24,0,14,6.984716,3.295837,0,1,0
1,18,23,1,14,5.598422,2.70805,0,1,0
1,10,43,1,10,4.70048,2.397895,1,0,0
1,35,20,0,14,6.040255,2.484907,0,1,0
1,35,64,0,14,6.040255,2.484907,0,0,1
0,7,66,1,14,5.036952,3.091043,1,0,0
1,13,61,1,14,4.762174,2.197225,1,0,0
1,40,62,0,12,6.733402,3.044523,0,0,1
1,40,29,0,16,6.522093,2.833213,1,0,0
1,30,28,1,16,5.886104,2.484907,1,0,0
1,25,57,1,14,5.926926,2.70805,1,0,0
1,0,55,0,12,6.594085,2.917771,0,0,1
1,20,45,1,16,6.316081,3.320349,1,0,0
1,20,35,1,22,7.090077,4.094345,1,0,0
0,0,58,0,14,6.214608,2.484907,0,1,0
0,0,42,1,16,5.926926,3.433987,0,1,0
1,0,17,1,11,4.60517,1.981001,0,1,0
0,0,50,1,12,5.090678,2.047693,0,0,1
0,30,72,1,7.5,5.44889,2.047693,0,0,1
1,0,29,0,18,6.64539,2.98366,1,0,0
1,0,30,0,16,6.717708,3.042616,1,0,0
1,0,39,0,12,7.003066,2.995732,0,1,0
1,7,21,1,14,4.273188,2.327278,0,1,0
1,0,37,0,14,6.55108,2.995732,0,0,1
1,12,36,1,14,4.969813,2.484907,0,1,0
1,15,69,1,12,4.174387,2.140066,0,0,1
1,40,54,0,14,6.253829,2.564949,1,0,0
1,14,19,1,14,4.942357,.7654679,0,1,0
1,15,53,1,16,4.905275,2.197225,1,0,0
1,10,21,1,14,4.629863,2.327278,0,1,0
1,40,41,0,14,6.779922,3.091043,1,0,0
1,40,39,0,16,6.684612,2.995732,1,0,0
1,40,23,0,14,6.2186,2.529721,0,1,0
0,30,24,1,12,5.435903,2.034706,0,1,0
1,36,72,0,12,5.780744,2.197225,1,0,0
0,40,51,0,12,6.629627,2.940748,1,0,0
0,40,25,0,14,6.579251,2.890372,1,0,0
0,40,48,0,12,6.39693,2.70805,0,0,1
0,35,34,0,14,6.120297,2.564949,0,0,1
0,20,41,1,14,5.247024,2.251292,0,1,0
1,0,38,1,9,5.347107,2.302585,0,0,1
1,0,19,0,11,5.991465,2.317474,0,1,0
1,0,36,0,14,6.309918,2.80336,0,0,1
1,40,28,0,14,6.327937,2.639057,0,1,0
0,0,40,0,14,6.980076,3.261935,0,1,0
1,60,32,0,16,7.185387,3.091043,0,0,1
1,12,45,0,11,5.46806,2.983154,0,0,1
1,15,22,1,14,7.059403,2.656757,0,1,0
0,40,34,0,14,6.040255,2.351375,0,1,0
1,40,29,0,16,6.173786,2.484907,0,1,0
1,40,21,0,12,6.214608,2.525729,0,1,0
0,40,23,0,14,5.857933,2.169054,0,1,0
1,18,19,1,14,5.087596,2.197225,0,1,0
1,0,23,0,16,5.846439,3.157,0,1,0
1,0,23,0,16,6.926577,3.020913,0,1,0
1,40,55,0,12,6.774338,3.032064,0,0,1
1,40,30,0,14,5.857933,2.169054,0,0,1
1,37,31,0,12,6.136647,2.525729,1,0,0
1,40,68,0,14,5.991465,2.302585,0,0,1
1,40,53,0,14,6.84588,2.674149,1,0,0
0,25,43,1,14,5.387929,2.169054,0,0,1
0,40,24,0,12,5.991465,2.302585,0,1,0
1,40,54,0,12,6.466145,2.691243,1,0,0
1,40,39,0,11,6.946976,3.258096,1,0,0
1,40,58,0,14,6.413459,2.72458,0,0,1
0,20,36,1,14,5.09375,2.098018,0,0,1
0,40,62,0,14,5.828946,2.140066,1,0,0
1,40,43,0,12,7.244227,3.555348,0,1,0
1,20,43,0,14,6.063785,3.068053,0,0,1
1,20,45,1,14,5.393628,2.397895,0,0,1
1,36,21,0,12,5.605066,2.021548,0,1,0
1,0,39,0,12,7.17549,2.995732,1,0,0
1,0,38,0,14,6.685861,2.484907,1,0,0
1,40,23,0,12,5.913503,2.224623,0,1,0
1,40,27,0,16,7.495542,3.806663,0,1,0
0,40,65,0,12,6.866933,3.178054,0,0,1
1,35,22,0,12,6.040255,2.484907,0,1,0
0,32,72,0,22,6.173786,2.70805,0,0,1
1,99,55,0,14,7.590852,2.995732,1,0,0
1,8,54,1,14,5.480639,3.401197,1,0,0
1,15,18,1,11,4.742756,2.034706,0,1,0
1,40,44,0,14,7.352441,3.663562,1,0,0
1,40,56,0,12,6.827629,3.068053,1,0,0
1,0,27,0,16,5.783825,2.837908,0,1,0
1,40,27,0,12,6.086775,2.397895,0,1,0
1,0,65,0,14,7.561678,2.772589,0,0,1
0,35,53,0,9,5.882626,2.327278,1,0,0
1,0,47,0,16,7.438384,3.806663,1,0,0
1,32,45,1,16,7.436028,3.970292,1,0,0
1,15,17,1,10,5.598422,2.302585,0,1,0
1,40,40,0,16,6.684612,2.995732,1,0,0
1,36,33,0,16,5.886104,2.302585,1,0,0
1,25,34,1,16,5.298317,2.079442,1,0,0
1,40,47,0,12,7.035269,2.995732,1,0,0
1,24,51,0,12,6.246107,3.068053,1,0,0
1,33,47,0,16,6.555215,3.058707,1,0,0
0,40,59,0,14,6.721426,2.995732,0,0,1
1,0,42,0,12,6.39693,2.917771,0,0,1
0,40,51,0,12,7.021084,3.332205,0,0,1
1,0,39,0,18,7.502738,3.813969,0,1,0
1,0,31,0,16,6.633318,2.944439,1,0,0
1,20,25,1,14,5.411646,2.415914,0,0,1
1,0,62,1,16,5.347107,3.419037,1,0,0
1,40,60,0,12,6.570883,2.882004,1,0,0
1,0,64,1,18,7.205004,3.555348,1,0,0
1,32,54,1,14,6.556778,3.091043,1,0,0
1,10,16,1,10,4.382027,2.079442,0,1,0
1,0,48,1,14,5.703783,2.302585,0,1,0
1,0,39,0,16,7.561678,3.871201,1,0,0
1,20,19,1,14,5.298317,2.302585,0,1,0
0,40,43,0,16,7.495542,3.806663,1,0,0
0,15,44,1,14,4.905275,2.197225,1,0,0
1,40,31,0,14,7.146772,3.167583,1,0,0
1,18,28,1,11,4.50535,.8109302,1,0,0
1,40,31,0,12,6.040255,2.351375,1,0,0
0,35,48,0,12,6.040255,2.484907,0,0,1
0,10,18,1,10,4.283587,1.981001,0,1,0
1,8,18,1,10,4.060443,1.981001,0,1,0
1,0,36,0,2.5,6.068426,3.258096,1,0,0
1,24,65,1,18,5.886104,2.70805,0,0,1
1,9,16,1,10,4.396299,.8544153,0,1,0
1,40,22,0,14,6.684612,2.995732,0,1,0
0,0,52,0,12,5.521461,2.302585,1,0,0
1,40,27,0,12,6.55108,2.862201,0,1,0
0,40,54,0,12,6.77079,2.833213,0,1,0
1,32,62,0,14,5.950643,2.484907,0,0,1
1,0,53,0,12,5.886104,2.70805,1,0,0
1,38,38,0,16,5.899349,2.261763,1,0,0
1,18,19,1,12,5.416101,2.525729,0,1,0
1,0,52,0,11,6.670082,2.912351,0,0,1
1,32,72,1,12,5.717028,2.251292,1,0,0
1,0,30,1,12,5.634789,2.169054,1,0,0
1,40,37,0,12,6.733402,3.044523,1,0,0
1,32,55,1,12,5.717028,2.251292,1,0,0
1,40,24,0,14,6.040255,2.351375,1,0,0
1,40,57,0,12,6.610023,2.60269,1,0,0
1,40,57,0,14,5.978379,2.2895,1,0,0
1,40,25,0,12,5.991465,2.302585,0,1,0
1,40,54,0,14,6.613653,2.924773,1,0,0
1,40,36,0,14,6.436151,2.747271,1,0,0
1,40,40,0,12,7.090077,3.401197,1,0,0
1,15,73,1,14,4.877104,2.169054,0,0,1
1,40,32,0,16,6.798833,3.109953,1,0,0
1,2,45,1,12,2.772589,2.079442,1,0,0
1,20,17,1,10,5.075174,2.079442,0,1,0
1,7,21,1,14,3.913023,1.967112,0,1,0
1,10,18,1,14,4.269698,1.967112,0,1,0
0,0,18,0,14,5.886104,2.198335,0,1,0
1,0,60,1,12,5.542909,2.302585,0,0,1
1,40,53,0,14,6.461468,2.772589,1,0,0
1,25,48,1,16,5.616771,2.397895,1,0,0
1,10,19,1,14,4.382027,2.079442,0,1,0
1,15,23,1,14,4.787492,2.079442,0,1,0
1,40,61,0,14,6.458338,2.769459,1,0,0
1,32,54,1,16,6.423247,2.957511,1,0,0
1,40,59,0,12,6.677083,2.988204,1,0,0
0,0,32,0,14,7.244227,2.995732,0,1,0
1,35,27,0,14,6.120297,2.564949,0,0,1
1,0,50,0,14,7.377759,3.178054,0,0,1
1,50,51,0,12,7.173575,2.697326,1,0,0
1,35,31,0,14,6.64639,3.091043,0,1,0
1,25,19,1,14,5.707941,2.085672,0,1,0
1,38,38,0,11,6.240276,2.60269,0,1,0
1,40,26,0,16,6.238325,2.575661,0,1,0
1,30,20,0,12,5.752573,2.351375,0,1,0
1,40,57,0,12,6.327937,2.639057,1,0,0
0,0,29,0,16,7.456316,2.484907,0,1,0
0,40,26,0,16,6.984716,2.484907,0,1,0
1,8,45,1,16,4.382027,2.302585,0,0,1
1,2,18,1,12,2.995732,2.302585,0,1,0
1,0,35,0,14,5.521461,2.302585,0,1,0
1,40,23,0,16,6.668863,2.75684,1,0,0
1,0,23,0,12,6.363028,2.890372,0,1,0
1,30,31,0,12,5.776103,2.374906,0,1,0
1,40,25,0,14,6.421947,2.733068,1,0,0
1,6,22,1,14,3.988984,2.197225,0,1,0
1,40,52,0,14,5.991465,2.302585,0,1,0
1,0,19,0,12,5.991465,2.302585,0,1,0
1,0,53,0,12,5.857933,2.890372,0,0,1
1,30,50,0,12,6.272877,2.397895,1,0,0
1,20,20,1,12,5.298317,2.302585,0,1,0
1,17,18,1,12,5.135798,2.302585,0,1,0
1,0,48,0,16,5.354367,2.710713,0,0,1
1,40,41,0,12,6.907755,3.218876,1,0,0
1,40,43,0,12,6.172118,2.483238,1,0,0
0,0,49,0,14,6.907755,3.102342,1,0,0
1,40,41,0,14,7.615791,3.367296,1,0,0
1,0,54,0,14,6.722341,3.135494,1,0,0
1,0,54,0,12,6.377509,2.890372,1,0,0
1,0,39,0,12,6.39693,2.820188,1,0,0
1,40,35,0,12,6.522093,2.833213,0,0,1
1,0,24,0,12,5.620401,2.397895,0,1,0
1,35,46,0,16,6.212105,2.656757,0,0,1
1,40,21,0,14,6.380123,2.691243,0,1,0
0,40,33,0,16,7.426549,3.73767,0,1,0
1,0,38,0,16,7.387325,3.583519,1,0,0
1,40,48,0,16,6.461468,2.772589,0,1,0
0,40,46,0,18,6.327937,2.639057,1,0,0
0,25,47,1,16,6.652863,3.433987,1,0,0
1,0,71,1,18,6.134547,2.481568,0,0,1
1,40,74,0,16,6.394259,2.70538,1,0,0
0,0,30,1,14,4.779459,2.317474,0,1,0
1,0,62,1,12,4.257172,2.197225,1,0,0
1,37,47,0,12,6.175867,2.564949,1,0,0
1,0,43,0,14,7.967145,3.610918,1,0,0
1,55,60,0,14,7.816014,3.676301,0,0,1
1,45,33,0,16,7.272398,3.465736,1,0,0
1,0,68,1,12,3.726416,3.931826,1,0,0
0,35,42,0,12,6.312189,2.75684,0,1,0
1,10,20,1,12,4.60517,2.302585,0,1,0
1,20,17,1,11,5.298317,2.302585,0,1,0
1,0,54,0,12,6.907755,3.135494,1,0,0
1,0,56,0,12,6.55108,2.655352,1,0,0
0,40,45,0,16,7.402452,3.713572,1,0,0
0,6,17,1,11,4.189655,2.397895,0,1,0
1,0,24,1,18,4.094345,2.639057,0,1,0
1,0,57,0,16,7.130899,4.317488,0,0,1
1,0,71,1,2.5,1.305627,-1.386294,0,1,0
0,49,55,0,12,7.142195,3.250375,0,1,0
0,36,28,0,16,7.367709,3.332205,1,0,0
0,0,61,1,22,5.809133,3.465736,0,1,0
1,0,50,0,16,6.999559,3.310543,0,1,0
1,0,41,0,14,6.963842,3.274878,0,0,1
1,40,57,0,14,5.828946,2.140066,0,1,0
1,0,49,1,12,4.787492,2.302585,1,0,0
1,40,31,0,16,6.698206,2.883123,1,0,0
1,40,26,0,12,6.131227,2.442347,1,0,0
1,0,46,0,14,6.866933,3.178054,1,0,0
1,0,46,0,16,6.327937,2.772589,1,0,0
1,0,36,0,12,5.828946,2.140066,1,0,0
1,0,55,0,14,6.956545,3.332205,0,0,1
1,0,33,0,14,6.481577,2.442347,0,0,1
1,36,27,0,16,6.817874,3.234355,1,0,0
1,40,26,0,16,7.377759,3.688879,1,0,0
1,0,35,0,14,6.109248,2.70805,1,0,0
1,0,22,1,14,4.317488,2.302585,0,1,0
1,0,29,0,14,6.214608,2.639057,1,0,0
1,0,27,1,16,5.521461,1.619388,1,0,0
1,3,16,1,11,3.178054,2.079442,0,1,0
1,40,59,0,14,6.937314,2.904165,1,0,0
1,0,58,0,12,6.511745,2.99072,0,0,1
1,36,57,0,12,6.291569,2.70805,0,0,1
1,0,22,1,14,5.298317,1.609438,0,1,0
1,0,19,1,14,4.836282,2.70805,0,1,0
1,12,18,1,11,4.682131,2.197225,0,1,0
1,12,18,1,11,4.682131,2.197225,0,1,0
1,40,56,0,12,5.991465,2.302585,1,0,0
1,0,53,0,14,6.806653,3.096934,1,0,0
0,0,49,0,12,6.214608,2.90252,1,0,0
1,40,62,0,18,6.946976,3.258096,1,0,0
1,40,45,0,18,6.579251,2.890372,1,0,0
1,40,39,0,12,6.39693,2.70805,1,0,0
1,29,60,1,12,6.625392,3.258096,0,1,0
1,40,44,0,16,7.426549,3.73767,1,0,0
0,40,54,0,16,6.984716,3.295837,0,1,0
1,0,50,0,16,7.638641,2.955431,1,0,0
1,0,50,0,12,5.623729,2.24071,1,0,0
1,0,50,0,14,6.763169,3.12016,0,0,1
1,0,21,1,14,5.257495,2.351375,0,1,0
1,0,36,0,12,6.39693,2.484907,1,0,0
1,40,42,0,12,6.866933,3.178054,1,0,0
0,0,68,1,7.5,6.109248,2.70805,0,0,1
0,0,58,0,12,6.173786,2.420368,0,1,0
0,0,67,0,12,6.708084,2.944439,0,0,1
0,10,36,1,12,4.350278,2.047693,1,0,0
0,20,63,0,12,5.703783,2.70805,0,0,1
1,20,42,1,11,5.105946,2.110213,0,1,0
1,40,59,0,12,6.684612,2.995732,1,0,0
1,40,59,0,14,6.188675,2.499795,1,0,0
1,0,42,1,16,4.923624,2.088153,1,0,0
1,40,42,0,9,6.951772,2.944439,1,0,0
1,20,23,0,14,5.393628,2.397895,1,0,0
1,24,20,1,14,5.834811,2.656757,1,0,0
1,40,37,0,12,7.474613,3.645972,0,1,0
1,0,45,1,22,5.703783,2.772589,1,0,0
1,25,67,1,12,5.736572,2.517696,1,0,0
1,0,29,0,14,6.39693,2.694627,0,1,0
1,0,55,1,14,4.60517,2.332144,1,0,0
1,0,40,0,16,6.836001,3.73767,1,0,0
1,0,41,0,16,6.511849,2.564949,1,0,0
1,0,57,0,12,4.828314,2.674149,0,0,1
1,40,39,0,16,7.245084,3.220075,1,0,0
1,40,38,0,14,6.173786,2.484907,0,1,0
1,0,34,0,18,7.399159,3.555348,1,0,0
1,30,33,1,16,7.495542,4.094345,1,0,0
1,40,58,0,12,6.003393,2.314514,1,0,0
1,40,57,0,12,6.782101,2.118662,1,0,0
1,10,59,1,14,4.60517,2.302585,1,0,0
1,15,59,1,14,4.905275,2.197225,1,0,0
1,0,53,0,12,6.55108,2.555676,0,1,0
1,15,23,0,12,4.848116,2.140066,0,1,0
1,40,53,0,16,7.138867,3.449988,1,0,0
1,20,65,1,14,5.446737,2.451005,1,0,0
1,40,59,0,18,6.39693,2.70805,1,0,0
1,35,28,0,14,6.55108,2.995732,0,1,0
1,0,45,0,14,5.802118,2.047693,0,0,1
1,35,66,0,12,5.70711,2.151762,1,0,0
0,0,54,0,14,6.942157,3.828424,1,0,0
0,40,38,0,18,6.173786,2.484907,1,0,0
0,40,60,0,14,5.828946,2.140066,0,0,1
0,40,30,0,12,6.2106,2.521721,0,1,0
1,0,23,0,14,6.315358,2.505526,0,1,0
0,0,61,0,14,6.240276,2.551786,0,1,0
1,0,61,1,14,5.521461,2.302585,0,1,0
1,0,61,0,12,6.288713,2.944439,1,0,0
1,0,61,1,14,6.763169,3.555348,1,0,0
1,0,24,1,14,4.382027,2.197225,0,1,0
1,40,54,0,16,6.665429,2.976549,0,1,0
1,0,65,1,16,6.594085,4.248495,1,0,0
1,40,44,0,16,6.993933,3.305053,1,0,0
1,35,40,0,16,6.44572,2.890372,1,0,0
1,40,33,0,16,6.824374,3.135494,1,0,0
1,35,57,0,12,5.695414,2.140066,1,0,0
1,0,48,0,16,5.857933,3.713572,1,0,0
1,12,59,1,16,4.736198,2.251292,1,0,0
1,0,59,0,18,6.620073,3.496508,1,0,0
1,38,31,0,18,6.728629,3.091043,1,0,0
1,40,71,0,18,7.090077,3.401197,1,0,0
1,0,37,0,12,6.526495,2.681021,1,0,0
1,15,37,1,12,5.128418,2.420368,1,0,0
1,16,16,1,9,4.820282,2.047693,0,1,0
1,36,37,0,16,7.167038,3.583519,1,0,0
1,40,37,0,12,6.866933,3.178054,1,0,0
0,0,44,0,12,5.634789,2.302585,0,0,1
0,5,18,1,10,3.590439,1.981001,0,1,0
1,8,63,1,14,4.382027,2.302585,0,0,1
1,0,53,1,14,6.252347,2.890372,1,0,0
1,0,36,0,12,7.967145,2.833213,0,1,0
0,40,32,0,2.5,6.684612,2.995732,1,0,0
0,0,48,0,16,6.848324,2.98366,0,0,1
1,35,57,0,16,5.857933,2.302585,1,0,0
0,0,18,0,12,5.991465,2.302585,0,1,0
1,0,21,1,14,4.055084,2.302585,0,1,0
1,35,23,0,14,6.774224,3.218876,0,1,0
1,40,25,0,14,6.87051,3.075006,0,1,0
1,40,25,0,14,6.709304,3.020425,0,1,0
1,0,62,0,12,7.273994,3.401197,1,0,0
0,0,50,0,14,7.387325,3.624341,1,0,0
0,0,54,0,14,7.429289,3.688879,1,0,0
1,80,58,0,14,7.967145,3.585184,1,0,0
0,30,24,1,12,5.625821,2.224623,0,1,0
1,22,50,1,14,5.655992,2.564949,1,0,0
1,35,23,0,14,5.665561,2.110213,0,1,0
1,27,19,1,11,5.34353,2.047693,0,1,0
1,37,18,0,10,5.69289,2.047693,0,1,0
1,0,59,0,10,4.787492,1.348073,0,0,1
1,0,55,0,14,6.806653,2.484907,0,0,1
1,0,36,0,12,6.963842,3.269189,1,0,0
1,8,75,1,12,4.276666,2.197225,1,0,0
1,36,47,0,12,6.809569,3.22605,1,0,0
1,21,45,1,16,6.089045,3.044523,1,0,0
1,16,17,1,10,4.826713,2.054124,0,1,0
1,40,25,0,18,7.122867,3.433987,0,1,0
1,32,38,1,12,6.313548,2.847812,1,0,0
1,40,40,0,12,6.579251,2.890372,1,0,0
1,14,64,1,16,4.941642,2.302585,1,0,0
0,12,16,1,10,4.624973,2.140066,0,1,0
1,40,56,0,12,6.659294,2.970414,0,0,1
1,40,27,0,12,6.856462,2.995732,0,1,0
1,36,26,0,16,6.167517,2.583997,0,1,0
1,40,35,0,18,6.55108,2.862201,1,0,0
1,40,27,0,12,6.579251,2.890372,1,0,0
1,0,33,0,12,6.357704,2.68239,1,0,0
1,0,30,0,12,6.54002,2.351375,1,0,0
1,40,61,0,18,7.783224,4.094345,0,1,0
1,30,51,1,16,6.022236,2.621039,0,0,1
1,0,55,0,14,6.214608,2.525729,1,0,0
1,3,20,1,14,3.208826,2.110213,0,1,0
1,3,19,1,14,3.208826,2.110213,0,1,0
1,8,16,1,10,4.276666,2.197225,0,1,0
1,25,42,1,14,5.298317,2.079442,1,0,0
0,0,47,0,5.5,6.723833,3.035434,1,0,0
1,50,33,0,14,7.046212,2.831447,1,0,0
1,0,19,1,12,5.857933,2.397895,0,1,0
1,20,44,1,22,5.991465,2.995732,1,0,0
1,40,47,0,12,7.1248,3.117507,0,1,0
1,40,20,1,14,6.173786,2.484907,0,1,0
1,0,24,0,16,6.55108,3.069447,0,1,0
1,38,25,0,16,6.926086,3.248435,0,1,0
1,40,51,0,12,6.327937,2.639057,1,0,0
1,40,46,0,12,6.173786,2.484907,1,0,0
1,40,69,0,12,6.173786,2.484907,1,0,0
1,40,23,0,12,7.414573,3.367296,0,1,0
1,0,82,1,12,4.744932,2.517696,0,0,1
1,0,37,0,12,7.204893,3.178054,1,0,0
1,0,49,0,18,7.744002,4.077538,1,0,0
1,40,48,0,12,6.327937,2.639057,0,1,0
1,24,55,1,14,6.733402,3.555348,1,0,0
1,40,65,0,16,7.620705,3.871201,1,0,0
1,24,28,1,14,6.579251,3.401197,1,0,0
1,40,25,0,16,6.633318,2.944439,1,0,0
1,39,55,0,11,5.940829,2.277267,1,0,0
1,20,21,1,14,5.247024,2.251292,0,1,0
1,0,44,1,18,6.511849,4.094345,1,0,0
